PacketType, SequenceNumber, listener,SrcNodeId, SNR, SignalPower,NoisePower,PacketSize,ChannelFreqMhz,MpduRefNumber,StaId
UDP,0,29,34,8.06534,-69.1694,-77.2347,88,2412,32767,65535
UDP,0,1,34,9.22709,-69.7029,-78.93,88,2412,32767,65535
UDP,0,49,34,6.98971,-70.0594,-77.0491,88,2412,32767,65535
UDP,0,34,34,4.45895,-74.1609,-78.6199,88,2412,32767,65535
UDP,0,12,34,2.00927,-74.382,-76.3913,88,2412,32767,65535
UDP,0,25,34,4.57128,-75.3808,-79.952,88,2412,32767,65535
UDP,0,26,34,-1.07517,-76.0851,-75.01,88,2412,32767,65535
UDP,0,32,34,-2.80458,-77.3943,-74.5897,88,2412,32767,65535
UDP,0,3,34,-2.53717,-77.9686,-75.4315,88,2412,32767,65535
UDP,0,17,34,-3.66527,-78.1273,-74.462,88,2412,32767,65535
UDP,0,19,34,-2.97734,-79.0671,-76.0898,88,2412,32767,65535
UDP,0,23,34,0.340154,-79.6473,-79.9875,88,2412,32767,65535
UDP,0,15,34,1.43505,-79.7083,-81.1433,88,2412,32767,65535
UDP,0,44,34,-5.56247,-79.7389,-74.1764,88,2412,32767,65535
UDP,0,11,34,-4.67859,-79.8342,-75.1556,88,2412,32767,65535
UDP,0,10,34,-4.46724,-79.8856,-75.4184,88,2412,32767,65535
UDP,0,30,34,-2.46239,-79.9896,-77.5273,88,2412,32767,65535
UDP,0,14,34,0.488022,-80.0863,-80.5743,88,2412,32767,65535
UDP,0,46,34,-5.29102,-80.5661,-75.2751,88,2412,32767,65535
UDP,0,6,34,-3.56817,-80.9238,-77.3556,88,2412,32767,65535
UDP,0,24,34,-6.20364,-81.0766,-74.873,88,2412,32767,65535
UDP,0,2,34,-5.46253,-81.1171,-75.6546,88,2412,32767,65535
UDP,0,41,9,7.18039,-69.5804,-76.7607,88,2412,32767,65535
UDP,0,35,9,5.44921,-71.2806,-76.7298,88,2412,32767,65535
UDP,0,28,9,1.02192,-75.3444,-76.3663,88,2412,32767,65535
UDP,0,50,19,11.482,-66.7757,-78.2577,88,2412,32767,65535
UDP,0,39,48,8.34405,-69.1712,-77.5153,88,2412,32767,65535
UDP,0,21,19,-1.19878,-73.047,-71.8482,88,2412,32767,65535
UDP,0,10,4,12.5093,-66.6711,-79.1804,88,2412,32767,65535
UDP,0,12,4,7.46117,-68.8285,-76.2896,88,2412,32767,65535
UDP,0,24,4,9.03339,-70.6561,-79.6895,88,2412,32767,65535
UDP,0,7,7,13.552,-67.0731,-80.6251,88,2412,32767,65535
UDP,0,13,7,10.644,-68.8428,-79.4868,88,2412,32767,65535
UDP,0,5,7,6.83243,-74.2415,-81.0739,88,2412,32767,65535
UDP,0,14,24,10.5066,-63.6076,-74.1142,88,2412,32767,65535
UDP,0,38,24,6.08305,-73.1701,-79.2531,88,2412,32767,65535
UDP,0,1,26,13.6524,-69.8251,-83.4775,88,2412,32767,65535
UDP,0,13,6,10.5684,-69.5256,-80.094,88,2412,32767,65535
UDP,0,7,6,7.6059,-72.0129,-79.6188,88,2412,32767,65535
UDP,0,9,6,6.86526,-73.7417,-80.607,88,2412,32767,65535
UDP,0,6,6,4.64329,-74.2415,-78.8848,88,2412,32767,65535
UDP,0,21,6,2.38198,-76.4567,-78.8386,88,2412,32767,65535
UDP,0,17,45,12.0124,-64.9635,-76.9759,88,2412,32767,65535
UDP,0,19,12,10.8311,-66.2033,-77.0344,88,2412,32767,65535
UDP,0,2,45,10.739,-69.0201,-79.7591,88,2412,32767,65535
UDP,0,37,45,9.85204,-69.2996,-79.1517,88,2412,32767,65535
UDP,0,10,45,6.84285,-73.131,-79.9738,88,2412,32767,65535
UDP,0,22,5,9.73298,-73.2032,-82.9361,88,2412,32767,65535
UDP,0,39,45,5.04497,-73.2534,-78.2984,88,2412,32767,65535
UDP,0,16,5,9.00101,-73.9669,-82.9679,88,2412,32767,65535
UDP,0,3,45,5.08455,-74.3937,-79.4782,88,2412,32767,65535
UDP,0,42,5,8.61249,-74.8547,-83.4672,88,2412,32767,65535
UDP,0,24,45,5.24465,-75.4408,-80.6854,88,2412,32767,65535
UDP,0,43,5,5.63574,-77.3315,-82.9672,88,2412,32767,65535
UDP,0,38,5,4.31279,-77.3927,-81.7055,88,2412,32767,65535
UDP,0,6,8,8.18824,-67.0731,-75.2614,88,2412,32767,65535
UDP,0,21,8,7.0538,-69.4223,-76.4761,88,2412,32767,65535
UDP,0,13,8,6.12295,-69.7979,-75.9208,88,2412,32767,65535
UDP,0,5,8,5.24776,-72.0129,-77.2606,88,2412,32767,65535
UDP,0,9,8,-1.06094,-76.5528,-75.4919,88,2412,32767,65535
UDP,0,22,17,21.6815,-52.871,-74.5525,88,2412,32767,65535
UDP,0,49,30,14.8213,-53.6466,-68.4679,88,2412,32767,65535
UDP,0,41,36,13.8568,-59.9677,-73.8246,88,2412,32767,65535
UDP,0,24,11,4.58298,-64.5725,-69.1555,88,2412,32767,65535
UDP,0,42,17,9.5789,-65.0096,-74.5885,88,2412,32767,65535
UDP,0,43,17,5.29896,-67.4659,-72.7648,88,2412,32767,65535
UDP,0,27,49,6.19757,-69.429,-75.6266,88,2412,32767,65535
UDP,0,40,16,3.68848,-72.0482,-75.7366,88,2412,32767,65535
UDP,0,6,14,5.23993,-68.8428,-74.0827,88,2412,32767,65535
UDP,0,5,14,6.73739,-69.5256,-76.263,88,2412,32767,65535
UDP,0,7,14,4.74221,-69.7979,-74.5401,88,2412,32767,65535
UDP,0,9,14,4.65087,-71.2205,-75.8714,88,2412,32767,65535
UDP,0,16,44,7.77551,-67.4659,-75.2414,84,2412,32767,65535
UDP,0,45,44,7.6635,-68.2554,-75.9189,84,2412,32767,65535
UDP,0,42,44,7.74525,-68.763,-76.5082,84,2412,32767,65535
UDP,0,22,44,6.17226,-68.9043,-75.0766,84,2412,32767,65535
UDP,0,29,50,19.1372,-53.6466,-72.7837,88,2412,32767,65535
UDP,0,23,15,8.66215,-63.6076,-72.2697,88,2412,32767,65535
UDP,0,11,20,8.16626,-66.2033,-74.3696,88,2412,32767,65535
UDP,0,18,51,10.5733,-66.7757,-77.349,88,2412,32767,65535
UDP,0,35,29,8.62992,-69.6827,-78.3126,88,2412,32767,65535
UDP,0,41,29,6.08734,-72.0754,-78.1628,88,2412,32767,65535
UDP,0,16,23,12.861,-52.871,-65.732,88,2412,32767,65535
UDP,0,42,23,0.708879,-66.0355,-66.7444,88,2412,32767,65535
UDP,0,3,13,4.00507,-68.8285,-72.8335,88,2412,32767,65535
UDP,0,39,38,6.56457,-68.9613,-75.5258,88,2412,32767,65535
UDP,0,44,38,3.73908,-69.2996,-73.0387,88,2412,32767,65535
UDP,0,2,38,3.80664,-69.885,-73.6916,88,2412,32767,65535
UDP,4096,11,20,27.3488,-66.2033,-93.5521,84,2412,32767,65535
UDP,4096,48,46,6.35157,-71.0676,-77.4192,84,2412,32767,65535
UDP,0,16,43,28.5424,-65.0096,-93.5521,88,2412,32767,65535
UDP,0,22,43,27.5165,-66.0355,-93.5521,88,2412,32767,65535
UDP,0,4,43,18.6973,-74.8547,-93.5521,88,2412,32767,65535
UDP,0,10,25,8.04769,-64.5725,-72.6202,88,2412,32767,65535
UDP,0,37,40,5.48157,-68.9613,-74.4428,88,2412,32767,65535
UDP,0,47,40,7.39086,-69.1712,-76.5621,88,2412,32767,65535
UDP,0,7,22,6.28783,-69.4223,-75.7101,88,2412,32767,65535
ARP,4096,34,2,8.61956,-68.6814,-77.301,64,2412,32767,65535
ARP,4096,33,2,7.75817,-69.7029,-77.461,64,2412,32767,65535
ARP,4096,25,2,9.62588,-69.8251,-79.451,64,2412,32767,65535
ARP,4096,29,2,1.26235,-75.46,-76.7224,64,2412,32767,65535
ARP,4096,49,2,0.596505,-75.8939,-76.4904,64,2412,32767,65535
ARP,4096,12,2,-1.99453,-76.453,-74.4585,64,2412,32767,65535
ARP,4096,23,2,2.32652,-76.516,-78.8425,64,2412,32767,65535
ARP,4096,15,2,4.08993,-76.8611,-80.951,64,2412,32767,65535
ARP,4096,14,2,2.62088,-76.9919,-79.6128,64,2412,32767,65535
ARP,4096,30,2,-2.05619,-78.0178,-75.9616,64,2412,32767,65535
ARP,4096,26,2,-5.01158,-79.4626,-74.451,64,2412,32767,65535
ARP,4096,17,2,-6.169,-80.6206,-74.4516,64,2412,32767,65535
ARP,4096,38,2,-1.99844,-80.6257,-78.6273,64,2412,32767,65535
ARP,4096,40,2,1.4647,-80.7832,-82.2479,64,2412,32767,65535
ARP,4096,19,2,-5.22022,-81.3681,-76.1478,64,2412,32767,65535
ARP,4096,6,2,-0.0346842,-81.4004,-81.3657,64,2412,32767,65535
ARP,4096,44,2,-7.25615,-81.7707,-74.5146,64,2412,32767,65535
ARP,4096,9,2,0.754992,-81.8874,-82.6424,64,2412,32767,65535
UDP,0,35,42,12.2398,-59.9677,-72.2076,88,2412,32767,65535
UDP,0,47,32,8.10479,-66.1419,-74.2467,88,2412,32767,65535
UDP,0,8,42,-4.73264,-69.5804,-64.8477,88,2412,32767,65535
UDP,0,28,42,1.58326,-72.0754,-73.6587,88,2412,32767,65535
UDP,0,39,32,-0.200989,-73.7495,-73.5485,88,2412,32767,65535
UDP,0,11,32,1.28938,-74.4052,-75.6946,88,2412,32767,65535
ARP,4096,1,26,6.83497,-69.8251,-76.6601,64,2412,32767,65535
ARP,4096,15,26,5.77347,-71.7536,-77.527,64,2412,32767,65535
UDP,0,44,18,14.4962,-64.9635,-79.4597,88,2412,32767,65535
UDP,0,43,39,-3.62776,-72.1663,-68.5386,88,2412,32767,65535
ADOV,0,34,1,13.8024,-68.6814,-82.4839,14,2412,32767,65535
ADOV,0,33,1,15.215,-69.7029,-84.9178,14,2412,32767,65535
ADOV,0,25,1,13.2967,-69.8251,-83.1218,14,2412,32767,65535
UDP,8192,34,2,24.8706,-68.6814,-93.5521,84,2412,32767,65535
UDP,8192,33,2,23.8492,-69.7029,-93.5521,84,2412,32767,65535
UDP,8192,25,2,23.7269,-69.8251,-93.5521,84,2412,32767,65535
UDP,8192,29,2,18.0921,-75.46,-93.5521,84,2412,32767,65535
UDP,8192,49,2,17.6581,-75.8939,-93.5521,84,2412,32767,65535
UDP,8192,12,2,17.0991,-76.453,-93.5521,84,2412,32767,65535
UDP,8192,23,2,17.0361,-76.516,-93.5521,84,2412,32767,65535
UDP,8192,15,2,16.691,-76.8611,-93.5521,84,2412,32767,65535
UDP,8192,14,2,16.5601,-76.9919,-93.5521,84,2412,32767,65535
UDP,8192,32,2,15.8375,-77.7145,-93.5521,84,2412,32767,65535
UDP,8192,30,2,15.5343,-78.0178,-93.5521,84,2412,32767,65535
UDP,8192,3,2,14.1014,-79.4507,-93.5521,84,2412,32767,65535
UDP,8192,26,2,14.0895,-79.4626,-93.5521,84,2412,32767,65535
UDP,8192,17,2,12.9315,-80.6206,-93.5521,84,2412,32767,65535
UDP,8192,38,2,12.9264,-80.6257,-93.5521,84,2412,32767,65535
UDP,8192,40,2,12.7689,-80.7832,-93.5521,84,2412,32767,65535
UDP,8192,10,2,12.3267,-81.2253,-93.5521,84,2412,32767,65535
UDP,8192,19,2,12.184,-81.3681,-93.5521,84,2412,32767,65535
UDP,8192,6,2,12.1516,-81.4004,-93.5521,84,2412,32767,65535
UDP,8192,20,2,12.0796,-81.4725,-93.5521,84,2412,32767,65535
UDP,8192,44,2,11.7813,-81.7707,-93.5521,84,2412,32767,65535
UDP,8192,9,2,11.6646,-81.8874,-93.5521,84,2412,32767,65535
ADOV,0,1,1,13.377,-69.8251,-83.2021,14,2412,32767,65535
ADOV,0,15,1,14.2971,-71.7536,-86.0507,14,2412,32767,65535
ADOV,0,34,1,11.1007,-72.3331,-83.4337,14,2412,32767,65535
ADOV,0,14,1,11.2235,-74.4965,-85.7199,14,2412,32767,65535
ADOV,0,23,1,10.3571,-74.9761,-85.3332,14,2412,32767,65535
ADOV,0,33,1,6.33937,-75.3808,-81.7201,14,2412,32767,65535
ADOV,0,40,1,9.29,-77.9058,-87.1958,14,2412,32767,65535
ADOV,0,30,1,5.69429,-78.6755,-84.3698,14,2412,32767,65535
ADOV,0,29,1,1.48533,-78.7333,-80.2186,14,2412,32767,65535
ADOV,0,49,1,0.733302,-79.0979,-79.8312,14,2412,32767,65535
ADOV,0,12,1,-0.55922,-79.7094,-79.1502,14,2412,32767,65535
ADOV,0,38,1,5.86627,-80.1211,-85.9874,14,2412,32767,65535
ADOV,0,32,1,0.329757,-80.2506,-80.5803,14,2412,32767,65535
ADOV,0,9,1,6.45388,-80.4323,-86.8862,14,2412,32767,65535
ADOV,0,6,1,4.52146,-81.0819,-85.6033,14,2412,32767,65535
ADOV,0,13,1,5.07428,-81.3286,-86.4029,14,2412,32767,65535
ADOV,0,26,1,-4.31202,-81.739,-77.427,14,2412,32767,65535
ADOV,0,3,1,-4.46683,-81.8491,-77.3823,14,2412,32767,65535
UDP,4096,39,38,14.815,-68.9613,-83.7762,84,2412,32767,65535
UDP,4096,44,38,12.1921,-69.2996,-81.4917,84,2412,32767,65535
UDP,4096,2,38,12.4038,-69.885,-82.2888,84,2412,32767,65535
UDP,4096,17,38,7.18665,-73.2183,-80.4049,84,2412,32767,65535
UDP,4096,47,38,9.08488,-74.5266,-83.6115,84,2412,32767,65535
UDP,4096,10,38,5.32372,-75.6546,-80.9783,84,2412,32767,65535
UDP,4096,24,38,5.05649,-76.7355,-81.792,84,2412,32767,65535
UDP,4096,31,38,6.37912,-77.0285,-83.4076,84,2412,32767,65535
UDP,4096,28,38,3.33478,-80.8402,-84.175,84,2412,32767,65535
UDP,12288,34,2,24.8706,-68.6814,-93.5521,84,2412,32767,65535
UDP,12288,33,2,23.8492,-69.7029,-93.5521,84,2412,32767,65535
UDP,12288,25,2,23.7269,-69.8251,-93.5521,84,2412,32767,65535
UDP,12288,29,2,18.0921,-75.46,-93.5521,84,2412,32767,65535
UDP,12288,23,2,17.0361,-76.516,-93.5521,84,2412,32767,65535
UDP,12288,15,2,16.691,-76.8611,-93.5521,84,2412,32767,65535
UDP,12288,14,2,16.5601,-76.9919,-93.5521,84,2412,32767,65535
UDP,12288,30,2,15.5343,-78.0178,-93.5521,84,2412,32767,65535
UDP,12288,38,2,12.9264,-80.6257,-93.5521,84,2412,32767,65535
UDP,12288,40,2,12.7689,-80.7832,-93.5521,84,2412,32767,65535
UDP,12288,6,2,12.1516,-81.4004,-93.5521,84,2412,32767,65535
UDP,12288,9,2,11.6646,-81.8874,-93.5521,84,2412,32767,65535
ARP,4096,23,15,29.9445,-63.6076,-93.5521,64,2412,32767,65535
ARP,4096,15,15,19.3873,-74.1648,-93.5521,64,2412,32767,65535
ARP,4096,25,15,19.0556,-74.4965,-93.5521,64,2412,32767,65535
ARP,4096,38,15,18.8858,-74.6662,-93.5521,64,2412,32767,65535
ARP,4096,34,15,18.6587,-74.8933,-93.5521,64,2412,32767,65535
ARP,4096,30,15,17.9611,-75.591,-93.5521,64,2412,32767,65535
ARP,4096,1,15,16.5601,-76.9919,-93.5521,64,2412,32767,65535
ARP,4096,40,15,16.5145,-77.0375,-93.5521,64,2412,32767,65535
ARP,4096,22,15,15.7757,-77.7764,-93.5521,64,2412,32767,65535
ARP,4096,4,15,15.6548,-77.8972,-93.5521,64,2412,32767,65535
ARP,4096,16,15,15.496,-78.056,-93.5521,64,2412,32767,65535
ARP,4096,43,15,14.3826,-79.1694,-93.5521,64,2412,32767,65535
ARP,4096,42,15,13.7777,-79.7744,-93.5521,64,2412,32767,65535
ARP,4096,45,15,13.5242,-80.0279,-93.5521,64,2412,32767,65535
ARP,4096,33,15,13.4657,-80.0863,-93.5521,64,2412,32767,65535
ARP,4096,32,15,12.6553,-80.8968,-93.5521,64,2412,32767,65535
ARP,4096,12,15,12.0299,-81.5221,-93.5521,64,2412,32767,65535
ARP,16384,34,2,24.8706,-68.6814,-93.5521,64,2412,32767,65535
ARP,16384,33,2,23.8492,-69.7029,-93.5521,64,2412,32767,65535
ARP,16384,25,2,23.7269,-69.8251,-93.5521,64,2412,32767,65535
ARP,16384,29,2,18.0921,-75.46,-93.5521,64,2412,32767,65535
ARP,16384,49,2,17.6581,-75.8939,-93.5521,64,2412,32767,65535
ARP,16384,12,2,17.0991,-76.453,-93.5521,64,2412,32767,65535
ARP,16384,23,2,17.0361,-76.516,-93.5521,64,2412,32767,65535
ARP,16384,15,2,16.691,-76.8611,-93.5521,64,2412,32767,65535
ARP,16384,14,2,16.5601,-76.9919,-93.5521,64,2412,32767,65535
ARP,16384,32,2,15.8375,-77.7145,-93.5521,64,2412,32767,65535
ARP,16384,30,2,15.5343,-78.0178,-93.5521,64,2412,32767,65535
ARP,16384,3,2,14.1014,-79.4507,-93.5521,64,2412,32767,65535
ARP,16384,26,2,14.0895,-79.4626,-93.5521,64,2412,32767,65535
ARP,16384,17,2,12.9315,-80.6206,-93.5521,64,2412,32767,65535
ARP,16384,38,2,12.9264,-80.6257,-93.5521,64,2412,32767,65535
ARP,16384,40,2,12.7689,-80.7832,-93.5521,64,2412,32767,65535
ARP,16384,10,2,12.3267,-81.2253,-93.5521,64,2412,32767,65535
ARP,16384,19,2,12.184,-81.3681,-93.5521,64,2412,32767,65535
ARP,16384,6,2,12.1516,-81.4004,-93.5521,64,2412,32767,65535
ARP,16384,20,2,12.0796,-81.4725,-93.5521,64,2412,32767,65535
ARP,16384,44,2,11.7813,-81.7707,-93.5521,64,2412,32767,65535
ARP,16384,9,2,11.6646,-81.8874,-93.5521,64,2412,32767,65535
ADOV,0,23,1,29.9445,-63.6076,-93.5521,14,2412,32767,65535
ADOV,0,15,1,19.3873,-74.1648,-93.5521,14,2412,32767,65535
ADOV,0,25,1,19.0556,-74.4965,-93.5521,14,2412,32767,65535
ADOV,0,38,1,18.8858,-74.6662,-93.5521,14,2412,32767,65535
ADOV,0,34,1,18.6587,-74.8933,-93.5521,14,2412,32767,65535
ADOV,0,30,1,17.9611,-75.591,-93.5521,14,2412,32767,65535
ADOV,0,1,1,16.5601,-76.9919,-93.5521,14,2412,32767,65535
ADOV,0,40,1,16.5145,-77.0375,-93.5521,14,2412,32767,65535
ADOV,0,22,1,15.7757,-77.7764,-93.5521,14,2412,32767,65535
ADOV,0,4,1,15.6548,-77.8972,-93.5521,14,2412,32767,65535
ADOV,0,16,1,15.496,-78.056,-93.5521,14,2412,32767,65535
ADOV,0,43,1,14.3826,-79.1694,-93.5521,14,2412,32767,65535
ADOV,0,42,1,13.7777,-79.7744,-93.5521,14,2412,32767,65535
ADOV,0,45,1,13.5242,-80.0279,-93.5521,14,2412,32767,65535
ADOV,0,33,1,13.4657,-80.0863,-93.5521,14,2412,32767,65535
ADOV,0,32,1,12.6553,-80.8968,-93.5521,14,2412,32767,65535
ADOV,0,12,1,12.0299,-81.5221,-93.5521,14,2412,32767,65535
ARP,4096,49,30,15.9703,-53.6466,-69.6168,64,2412,32767,65535
ARP,4096,26,30,3.82916,-71.1066,-74.9357,64,2412,32767,65535
ARP,4096,13,10,6.72856,-71.2205,-77.9491,64,2412,32767,65535
ARP,4096,5,10,5.79604,-73.7417,-79.5377,64,2412,32767,65535
ARP,4096,17,30,1.16115,-75.4837,-76.6449,64,2412,32767,65535
ARP,4096,19,30,0.506119,-76.4338,-76.9399,64,2412,32767,65535
ARP,4096,11,30,0.65594,-77.0677,-77.7237,64,2412,32767,65535
ARP,4096,44,30,0.209255,-77.7334,-77.9426,64,2412,32767,65535
UDP,8192,23,15,29.9445,-63.6076,-93.5521,100,2412,32767,65535
UDP,8192,15,15,19.3873,-74.1648,-93.5521,100,2412,32767,65535
UDP,8192,25,15,19.0556,-74.4965,-93.5521,100,2412,32767,65535
UDP,8192,38,15,18.8858,-74.6662,-93.5521,100,2412,32767,65535
UDP,8192,34,15,18.6587,-74.8933,-93.5521,100,2412,32767,65535
UDP,8192,30,15,17.9611,-75.591,-93.5521,100,2412,32767,65535
UDP,8192,40,15,16.5145,-77.0375,-93.5521,100,2412,32767,65535
UDP,8192,22,15,15.7757,-77.7764,-93.5521,100,2412,32767,65535
UDP,8192,4,15,15.6548,-77.8972,-93.5521,100,2412,32767,65535
UDP,8192,16,15,15.496,-78.056,-93.5521,100,2412,32767,65535
UDP,8192,43,15,14.3826,-79.1694,-93.5521,100,2412,32767,65535
UDP,8192,42,15,13.7777,-79.7744,-93.5521,100,2412,32767,65535
UDP,8192,45,15,13.5242,-80.0279,-93.5521,100,2412,32767,65535
ARP,4096,25,16,10.6947,-71.7536,-82.4483,64,2412,32767,65535
ARP,4096,40,16,13.8469,-72.0482,-85.8951,64,2412,32767,65535
ARP,4096,14,16,9.95477,-74.1648,-84.1196,64,2412,32767,65535
ARP,4096,23,16,7.6837,-75.9906,-83.6743,64,2412,32767,65535
ARP,4096,1,16,3.54382,-76.8611,-80.4049,64,2412,32767,65535
ARP,4096,34,16,3.55671,-77.4222,-80.979,64,2412,32767,65535
ARP,4096,9,16,6.14921,-79.3331,-85.4823,64,2412,32767,65535
ARP,4096,33,16,-1.70381,-79.7083,-78.0045,64,2412,32767,65535
ARP,4096,30,16,2.3235,-80.4436,-82.7671,64,2412,32767,65535
ARP,4096,38,16,4.33664,-80.4287,-84.7653,64,2412,32767,65535
ARP,4096,4,16,6.23198,-80.5785,-86.8105,64,2412,32767,65535
ARP,4096,36,16,6.70014,-81.1505,-87.8507,64,2412,32767,65535
ARP,4096,13,16,3.67507,-81.245,-84.9201,64,2412,32767,65535
ARP,4096,6,16,2.24109,-81.6762,-83.9173,64,2412,32767,65535
ARP,4096,22,16,4.48566,-81.7473,-86.2329,64,2412,32767,65535
ARP,4096,16,16,4.24913,-81.9797,-86.2288,64,2412,32767,65535
UDP,4096,44,18,28.5885,-64.9635,-93.5521,84,2412,32767,65535
UDP,4096,26,18,22.8057,-70.7463,-93.5521,84,2412,32767,65535
UDP,4096,2,18,20.8263,-72.7257,-93.5521,84,2412,32767,65535
UDP,4096,37,18,20.3338,-73.2183,-93.5521,84,2412,32767,65535
UDP,4096,3,18,19.4628,-74.0893,-93.5521,84,2412,32767,65535
UDP,4096,10,18,19.3909,-74.1612,-93.5521,84,2412,32767,65535
UDP,4096,49,18,18.8008,-74.7512,-93.5521,84,2412,32767,65535
UDP,4096,12,18,18.6831,-74.869,-93.5521,84,2412,32767,65535
UDP,4096,39,18,18.4788,-75.0733,-93.5521,84,2412,32767,65535
UDP,4096,47,18,17.7349,-75.8172,-93.5521,84,2412,32767,65535
UDP,4096,24,18,17.0132,-76.5389,-93.5521,84,2412,32767,65535
UDP,4096,31,18,16.8593,-76.6927,-93.5521,84,2412,32767,65535
UDP,4096,32,18,15.3867,-78.1654,-93.5521,84,2412,32767,65535
UDP,4096,11,18,15.3213,-78.2308,-93.5521,84,2412,32767,65535
UDP,4096,19,18,14.329,-79.223,-93.5521,84,2412,32767,65535
UDP,4096,28,18,11.8858,-81.6663,-93.5521,84,2412,32767,65535
ARP,8192,1,26,23.7269,-69.8251,-93.5521,64,2412,32767,65535
ARP,8192,15,26,21.7985,-71.7536,-93.5521,64,2412,32767,65535
ARP,8192,34,26,21.219,-72.3331,-93.5521,64,2412,32767,65535
ARP,8192,14,26,19.0556,-74.4965,-93.5521,64,2412,32767,65535
ARP,8192,23,26,18.576,-74.9761,-93.5521,64,2412,32767,65535
ARP,8192,33,26,18.1713,-75.3808,-93.5521,64,2412,32767,65535
ARP,8192,40,26,15.6462,-77.9058,-93.5521,64,2412,32767,65535
ARP,8192,30,26,14.8766,-78.6755,-93.5521,64,2412,32767,65535
ARP,8192,29,26,14.8188,-78.7333,-93.5521,64,2412,32767,65535
ARP,8192,49,26,14.4541,-79.0979,-93.5521,64,2412,32767,65535
ARP,8192,12,26,13.8427,-79.7094,-93.5521,64,2412,32767,65535
ARP,8192,38,26,13.4309,-80.1211,-93.5521,64,2412,32767,65535
ARP,8192,32,26,13.3015,-80.2506,-93.5521,64,2412,32767,65535
ARP,8192,9,26,13.1197,-80.4323,-93.5521,64,2412,32767,65535
ARP,8192,6,26,12.4702,-81.0819,-93.5521,64,2412,32767,65535
ARP,8192,13,26,12.2234,-81.3286,-93.5521,64,2412,32767,65535
ARP,8192,26,26,11.813,-81.739,-93.5521,64,2412,32767,65535
ARP,8192,3,26,11.703,-81.8491,-93.5521,64,2412,32767,65535
ARP,4096,38,31,8.51153,-72.6737,-81.1852,64,2412,32767,65535
ARP,4096,23,31,5.47152,-73.0868,-78.5583,64,2412,32767,65535
ARP,4096,34,31,6.27549,-74.3913,-80.6668,64,2412,32767,65535
ARP,4096,14,31,1.35073,-75.591,-76.9417,64,2412,32767,65535
ARP,4096,32,31,7.75046,-76.503,-84.2535,64,2412,32767,65535
ARP,4096,45,31,6.80162,-76.9121,-83.7137,64,2412,32767,65535
ARP,4096,43,31,5.01634,-77.829,-82.8453,64,2412,32767,65535
ARP,4096,1,31,2.54167,-78.0178,-80.5595,64,2412,32767,65535
ARP,4096,20,31,7.3214,-78.2207,-85.5421,64,2412,32767,65535
ARP,4096,16,31,3.22322,-78.4754,-81.6986,64,2412,32767,65535
ARP,4096,22,31,2.89213,-78.5391,-81.4312,64,2412,32767,65535
ARP,4096,25,31,-0.88643,-78.6755,-77.7891,64,2412,32767,65535
ARP,4096,8,31,7.13851,-78.7061,-85.8446,64,2412,32767,65535
ARP,4096,12,31,5.32166,-78.9197,-84.2414,64,2412,32767,65535
ARP,4096,48,31,5.28875,-79.929,-85.2177,64,2412,32767,65535
ARP,4096,42,31,2.5571,-79.9624,-82.5195,64,2412,32767,65535
ARP,4096,33,31,2.38257,-79.9896,-82.3722,64,2412,32767,65535
ARP,4096,3,31,5.15531,-80.1385,-85.2938,64,2412,32767,65535
ARP,4096,4,31,-1.94513,-81.0779,-79.1328,64,2412,32767,65535
ARP,4096,41,31,5.52878,-81.2336,-86.7624,64,2412,32767,65535
ARP,4096,10,31,4.49972,-81.5398,-86.0395,64,2412,32767,65535
ARP,4096,24,31,4.6508,-81.6893,-86.3401,64,2412,32767,65535
ARP,4096,35,31,5.16376,-81.779,-86.9428,64,2412,32767,65535
ARP,4096,29,31,1.94924,-81.8206,-83.7698,64,2412,32767,65535
ARP,4096,49,31,2.10322,-81.8581,-83.9613,64,2412,32767,65535
ARP,4096,36,41,3.68459,-77.6928,-81.3774,64,2412,32767,65535
ARP,4096,9,41,-0.524075,-80.0408,-79.5167,64,2412,32767,65535
ARP,20480,34,2,4.71523,-68.6814,-73.3967,64,2412,32767,65535
ARP,20480,33,2,9.77122,-69.7029,-79.4741,64,2412,32767,65535
ARP,20480,25,2,5.09107,-69.8251,-74.9162,64,2412,32767,65535
ARP,20480,29,2,6.13383,-75.46,-81.5938,64,2412,32767,65535
ARP,20480,49,2,5.84275,-75.8939,-81.7367,64,2412,32767,65535
ARP,20480,12,2,4.00853,-76.453,-80.4615,64,2412,32767,65535
ARP,20480,32,2,1.88721,-77.7145,-79.6017,64,2412,32767,65535
ARP,20480,30,2,-4.96988,-78.0178,-73.0479,64,2412,32767,65535
ARP,20480,3,2,2.46584,-79.4507,-81.9165,64,2412,32767,65535
ARP,20480,26,2,3.97228,-79.4626,-83.4349,64,2412,32767,65535
ARP,20480,17,2,3.05368,-80.6206,-83.6743,64,2412,32767,65535
ARP,20480,10,2,1.86759,-81.2253,-83.0929,64,2412,32767,65535
ARP,20480,19,2,3.32342,-81.3681,-84.6915,64,2412,32767,65535
ARP,20480,20,2,0.0534902,-81.4725,-81.526,64,2412,32767,65535
ARP,20480,44,2,2.44907,-81.7707,-84.2198,64,2412,32767,65535
ARP,4096,14,24,29.9445,-63.6076,-93.5521,64,2412,32767,65535
ARP,4096,38,24,20.382,-73.1701,-93.5521,64,2412,32767,65535
ARP,20480,34,2,24.8706,-68.6814,-93.5521,64,2412,32767,65535
